Date,tlref_close,tlref_ret,tlref_vol20,regime
2020-11-04,1195.9965,0.0004040941741012549,0.0003126804658639491,DUSUK
2020-11-05,1196.4799,0.00040418178481305134,0.0003109766998779139,DUSUK
2020-11-06,1197.9266,0.0012091302160612827,0.0003417313409297712,DUSUK
2020-11-09,1198.4064,0.00040052537442614167,0.00032692108508368135,DUSUK
2020-11-10,1198.8872,0.00040119945954875114,0.00032517174648400495,DUSUK
2020-11-11,1199.3706,0.0004032072408479692,0.0003233235478946239,DUSUK
2020-11-12,1199.8537,0.00040279459910053106,0.0003214589886078379,DUSUK
2020-11-13,1201.3081,0.00121214778101697,0.00034870640341207014,DUSUK
2020-11-16,1201.7936,0.00040414278402023385,0.00033560992862196356,DUSUK
2020-11-17,1202.2794,0.0004042291455037539,0.00033379085731050545,DUSUK
2020-11-18,1202.7654,0.00040423216101026505,0.0003319203206644934,DUSUK
2020-11-19,1203.2515,0.0004041519651296621,0.000330033469853508,DUSUK
2020-11-20,1204.7321,0.0012304991932274856,0.0003559530926931251,DUSUK
2020-11-23,1205.2268,0.0004106307120064212,0.00033510471499986473,DUSUK
2020-11-24,1205.7217,0.00041062810750647216,0.0003346889504546276,DUSUK
2020-11-25,1206.2162,0.00041012780975901997,0.00033378410958479594,DUSUK
2020-11-26,1206.7071,0.0004069751343085404,0.0003328831391859593,DUSUK
2020-11-27,1208.2373,0.00126807905580395,0.00033875416052792096,DUSUK
2020-11-30,1208.7626,0.0004347655878527146,0.0003380321667503818,DUSUK
2020-12-01,1209.2903,0.0004365621504172079,0.0003372672820112328,DUSUK
2020-12-02,1209.8173,0.00043579279516259284,0.0003365048107071253,DUSUK
2020-12-03,1210.3222,0.00041733574152069686,0.0003361666768401478,DUSUK
2020-12-04,1211.8177,0.0012356213907338542,0.0003388368727078464,DUSUK
2020-12-07,1212.3301,0.00042283587704639025,0.0003382626405962889,DUSUK
2020-12-08,1212.8335,0.0004152334417828474,0.000337891372434099,DUSUK
2020-12-09,1213.3066,0.00039007827537740347,0.0003382624003667698,DUSUK
